,original_summary,token,Porter_Stemmer,WordNet_Lemmatizer
6627,Your Cable Store XLR 3 Pin Microphone Cable (6 feet)Your Cable Store XLR 3 Pin Microphone Cable (6 feet),"['Your', 'Cable', 'Store', 'XLR', '3', 'Pin', 'Microphone', 'Cable', '(', '6', 'feet', ')', 'Your', 'Cable', 'Store', 'XLR', '3', 'Pin', 'Microphone', 'Cable', '(', '6', 'feet', ')']","['your', 'cabl', 'store', 'xlr', '3', 'pin', 'microphon', 'cabl', '(', '6', 'feet', ')', 'your', 'cabl', 'store', 'xlr', '3', 'pin', 'microphon', 'cabl', '(', '6', 'feet', ')']","['Your', 'Cable', 'Store', 'XLR', '3', 'Pin', 'Microphone', 'Cable', '(', '6', 'foot', ')', 'Your', 'Cable', 'Store', 'XLR', '3', 'Pin', 'Microphone', 'Cable', '(', '6', 'foot', ')']"
6628,Very nice cable,"['Very', 'nice', 'cable']","['veri', 'nice', 'cabl']","['Very', 'nice', 'cable']"
6629,great for travel,"['great', 'for', 'travel']","['great', 'for', 'travel']","['great', 'for', 'travel']"
6630,Bulky latches,"['Bulky', 'latches']","['bulki', 'latch']","['Bulky', 'latch']"
6631,"If you have a Fender Strat or Tele, this is the case you need","['If', 'you', 'have', 'a', 'Fender', 'Strat', 'or', 'Tele', ',', 'this', 'is', 'the', 'case', 'you', 'need']","['if', 'you', 'have', 'a', 'fender', 'strat', 'or', 'tele', ',', 'thi', 'is', 'the', 'case', 'you', 'need']","['If', 'you', 'have', 'a', 'Fender', 'Strat', 'or', 'Tele', ',', 'this', 'is', 'the', 'case', 'you', 'need']"
6632,Travels very well,"['Travels', 'very', 'well']","['travel', 'veri', 'well']","['Travels', 'very', 'well']"
6633,I Love This Case!,"['I', 'Love', 'This', 'Case', '!']","['i', 'love', 'thi', 'case', '!']","['I', 'Love', 'This', 'Case', '!']"
6634,Nice for my MIM,"['Nice', 'for', 'my', 'MIM']","['nice', 'for', 'my', 'mim']","['Nice', 'for', 'my', 'MIM']"
6635,Wang bar!,"['Wang', 'bar', '!']","['wang', 'bar', '!']","['Wang', 'bar', '!']"
6636,"Great Replacement, better quality than the original","['Great', 'Replacement', ',', 'better', 'quality', 'than', 'the', 'original']","['great', 'replac', ',', 'better', 'qualiti', 'than', 'the', 'origin']","['Great', 'Replacement', ',', 'better', 'quality', 'than', 'the', 'original']"
6637,It is exactly as expected,"['It', 'is', 'exactly', 'as', 'expected']","['it', 'is', 'exactli', 'as', 'expect']","['It', 'is', 'exactly', 'a', 'expected']"
6638,pretty good,"['pretty', 'good']","['pretti', 'good']","['pretty', 'good']"
6639,It works,"['It', 'works']","['it', 'work']","['It', 'work']"
6640,The finishing touch.,"['The', 'finishing', 'touch', '.']","['the', 'finish', 'touch', '.']","['The', 'finishing', 'touch', '.']"
6641,Just what I have been searching for,"['Just', 'what', 'I', 'have', 'been', 'searching', 'for']","['just', 'what', 'i', 'have', 'been', 'search', 'for']","['Just', 'what', 'I', 'have', 'been', 'searching', 'for']"
6642,A lot of amp for the bucks,"['A', 'lot', 'of', 'amp', 'for', 'the', 'bucks']","['a', 'lot', 'of', 'amp', 'for', 'the', 'buck']","['A', 'lot', 'of', 'amp', 'for', 'the', 'buck']"
6643,THE definitive clean Fender sound for under $300,"['THE', 'definitive', 'clean', 'Fender', 'sound', 'for', 'under', '$', '300']","['the', 'definit', 'clean', 'fender', 'sound', 'for', 'under', '$', '300']","['THE', 'definitive', 'clean', 'Fender', 'sound', 'for', 'under', '$', '300']"
6644,A steal when offered for about $300,"['A', 'steal', 'when', 'offered', 'for', 'about', '$', '300']","['a', 'steal', 'when', 'offer', 'for', 'about', '$', '300']","['A', 'steal', 'when', 'offered', 'for', 'about', '$', '300']"
6645,Good for being  a Solid State,"['Good', 'for', 'being', 'a', 'Solid', 'State']","['good', 'for', 'be', 'a', 'solid', 'state']","['Good', 'for', 'being', 'a', 'Solid', 'State']"
6646,Quality tuners,"['Quality', 'tuners']","['qualiti', 'tuner']","['Quality', 'tuner']"
6647,Great Beautiful Tuners!,"['Great', 'Beautiful', 'Tuners', '!']","['great', 'beauti', 'tuner', '!']","['Great', 'Beautiful', 'Tuners', '!']"
6648,No instructions - your on your own,"['No', 'instructions', '-', 'your', 'on', 'your', 'own']","['no', 'instruct', '-', 'your', 'on', 'your', 'own']","['No', 'instruction', '-', 'your', 'on', 'your', 'own']"
6649,"Good tuners, great price on amazon, wish they were locking version","['Good', 'tuners', ',', 'great', 'price', 'on', 'amazon', ',', 'wish', 'they', 'were', 'locking', 'version']","['good', 'tuner', ',', 'great', 'price', 'on', 'amazon', ',', 'wish', 'they', 'were', 'lock', 'version']","['Good', 'tuner', ',', 'great', 'price', 'on', 'amazon', ',', 'wish', 'they', 'were', 'locking', 'version']"
6650,Fender quality,"['Fender', 'quality']","['fender', 'qualiti']","['Fender', 'quality']"
6651,"Superb sounding, high quality amp!","['Superb', 'sounding', ',', 'high', 'quality', 'amp', '!']","['superb', 'sound', ',', 'high', 'qualiti', 'amp', '!']","['Superb', 'sounding', ',', 'high', 'quality', 'amp', '!']"
6652,Great Little Amp:  Fender Super Champ XD,"['Great', 'Little', 'Amp', ':', 'Fender', 'Super', 'Champ', 'XD']","['great', 'littl', 'amp', ':', 'fender', 'super', 'champ', 'xd']","['Great', 'Little', 'Amp', ':', 'Fender', 'Super', 'Champ', 'XD']"
6653,I have more AMPS than most people have TV's.,"['I', 'have', 'more', 'AMPS', 'than', 'most', 'people', 'have', 'TV', ""'s"", '.']","['i', 'have', 'more', 'amp', 'than', 'most', 'peopl', 'have', 'tv', ""'s"", '.']","['I', 'have', 'more', 'AMPS', 'than', 'most', 'people', 'have', 'TV', ""'s"", '.']"
6654,Whoa!  Best tube value ever?,"['Whoa', '!', 'Best', 'tube', 'value', 'ever', '?']","['whoa', '!', 'best', 'tube', 'valu', 'ever', '?']","['Whoa', '!', 'Best', 'tube', 'value', 'ever', '?']"
6655,Always been a Fender man... so now I got another one...,"['Always', 'been', 'a', 'Fender', 'man', '...', 'so', 'now', 'I', 'got', 'another', 'one', '...']","['alway', 'been', 'a', 'fender', 'man', '...', 'so', 'now', 'i', 'got', 'anoth', 'one', '...']","['Always', 'been', 'a', 'Fender', 'man', '...', 'so', 'now', 'I', 'got', 'another', 'one', '...']"
6656,Its a backplate,"['Its', 'a', 'backplate']","['it', 'a', 'backplat']","['Its', 'a', 'backplate']"
6657,Very nice,"['Very', 'nice']","['veri', 'nice']","['Very', 'nice']"
6658,Does what it should,"['Does', 'what', 'it', 'should']","['doe', 'what', 'it', 'should']","['Does', 'what', 'it', 'should']"
6659,Genuine fender,"['Genuine', 'fender']","['genuin', 'fender']","['Genuine', 'fender']"
6660,Nice addition to my strat,"['Nice', 'addition', 'to', 'my', 'strat']","['nice', 'addit', 'to', 'my', 'strat']","['Nice', 'addition', 'to', 'my', 'strat']"
6661,Fender/Squire should standardize their drillings,"['Fender/Squire', 'should', 'standardize', 'their', 'drillings']","['fender/squir', 'should', 'standard', 'their', 'drill']","['Fender/Squire', 'should', 'standardize', 'their', 'drilling']"
6662,Just what I needed,"['Just', 'what', 'I', 'needed']","['just', 'what', 'i', 'need']","['Just', 'what', 'I', 'needed']"
6663,Works well,"['Works', 'well']","['work', 'well']","['Works', 'well']"
6664,This is the switch.,"['This', 'is', 'the', 'switch', '.']","['thi', 'is', 'the', 'switch', '.']","['This', 'is', 'the', 'switch', '.']"
6665,Better Switch,"['Better', 'Switch']","['better', 'switch']","['Better', 'Switch']"
6666,Replacement for original.,"['Replacement', 'for', 'original', '.']","['replac', 'for', 'origin', '.']","['Replacement', 'for', 'original', '.']"
6667,Simple Yet Effective,"['Simple', 'Yet', 'Effective']","['simpl', 'yet', 'effect']","['Simple', 'Yet', 'Effective']"
6668,"Overdrive on, overdive off!","['Overdrive', 'on', ',', 'overdive', 'off', '!']","['overdr', 'on', ',', 'overd', 'off', '!']","['Overdrive', 'on', ',', 'overdive', 'off', '!']"
6669,Nice.,"['Nice', '.']","['nice', '.']","['Nice', '.']"
6670,Fender Footswitch,"['Fender', 'Footswitch']","['fender', 'footswitch']","['Fender', 'Footswitch']"
6671,works ok,"['works', 'ok']","['work', 'ok']","['work', 'ok']"
6672,Gets the job done,"['Gets', 'the', 'job', 'done']","['get', 'the', 'job', 'done']","['Gets', 'the', 'job', 'done']"
6673,"Simple, classic Fender 1 button footswitch","['Simple', ',', 'classic', 'Fender', '1', 'button', 'footswitch']","['simpl', ',', 'classic', 'fender', '1', 'button', 'footswitch']","['Simple', ',', 'classic', 'Fender', '1', 'button', 'footswitch']"
6674,Very simple.  Does the job,"['Very', 'simple', '.', 'Does', 'the', 'job']","['veri', 'simpl', '.', 'doe', 'the', 'job']","['Very', 'simple', '.', 'Does', 'the', 'job']"
6675,Suitable for light duty,"['Suitable', 'for', 'light', 'duty']","['suitabl', 'for', 'light', 'duti']","['Suitable', 'for', 'light', 'duty']"
6676,"It works, nice addition","['It', 'works', ',', 'nice', 'addition']","['it', 'work', ',', 'nice', 'addit']","['It', 'work', ',', 'nice', 'addition']"
6677,Great pedal!,"['Great', 'pedal', '!']","['great', 'pedal', '!']","['Great', 'pedal', '!']"
6678,"Not ideal for bass, even though it shows up on a bass amp search....","['Not', 'ideal', 'for', 'bass', ',', 'even', 'though', 'it', 'shows', 'up', 'on', 'a', 'bass', 'amp', 'search', '....']","['not', 'ideal', 'for', 'bass', ',', 'even', 'though', 'it', 'show', 'up', 'on', 'a', 'bass', 'amp', 'search', '....']","['Not', 'ideal', 'for', 'bass', ',', 'even', 'though', 'it', 'show', 'up', 'on', 'a', 'bass', 'amp', 'search', '....']"
6679,CRAP,['CRAP'],['crap'],['CRAP']
6680,Small amp,"['Small', 'amp']","['small', 'amp']","['Small', 'amp']"
6681,Great Practice Amp,"['Great', 'Practice', 'Amp']","['great', 'practic', 'amp']","['Great', 'Practice', 'Amp']"
6682,Good little amp,"['Good', 'little', 'amp']","['good', 'littl', 'amp']","['Good', 'little', 'amp']"
6683,Fun Amp,"['Fun', 'Amp']","['fun', 'amp']","['Fun', 'Amp']"
6684,Exactly what I needed for testing guitars and playing at home.,"['Exactly', 'what', 'I', 'needed', 'for', 'testing', 'guitars', 'and', 'playing', 'at', 'home', '.']","['exactli', 'what', 'i', 'need', 'for', 'test', 'guitar', 'and', 'play', 'at', 'home', '.']","['Exactly', 'what', 'I', 'needed', 'for', 'testing', 'guitar', 'and', 'playing', 'at', 'home', '.']"
6685,Nice amp!,"['Nice', 'amp', '!']","['nice', 'amp', '!']","['Nice', 'amp', '!']"
6686,Be Ready For Things To Not Work,"['Be', 'Ready', 'For', 'Things', 'To', 'Not', 'Work']","['be', 'readi', 'for', 'thing', 'to', 'not', 'work']","['Be', 'Ready', 'For', 'Things', 'To', 'Not', 'Work']"
6687,Didn't Work for Me,"['Did', ""n't"", 'Work', 'for', 'Me']","['did', ""n't"", 'work', 'for', 'me']","['Did', ""n't"", 'Work', 'for', 'Me']"
6688,Hit and miss,"['Hit', 'and', 'miss']","['hit', 'and', 'miss']","['Hit', 'and', 'miss']"
6689,I should've returned this,"['I', 'should', ""'ve"", 'returned', 'this']","['i', 'should', ""'ve"", 'return', 'thi']","['I', 'should', ""'ve"", 'returned', 'this']"
6690,"cheap 'n' cheerful... ish... and watch your ""latency""","['cheap', ""'n"", ""'"", 'cheerful', '...', 'ish', '...', 'and', 'watch', 'your', '``', 'latency', ""''""]","['cheap', ""'n"", ""'"", 'cheer', '...', 'ish', '...', 'and', 'watch', 'your', '``', 'latenc', ""''""]","['cheap', ""'n"", ""'"", 'cheerful', '...', 'ish', '...', 'and', 'watch', 'your', '``', 'latency', ""''""]"
6691,Great Value.,"['Great', 'Value', '.']","['great', 'valu', '.']","['Great', 'Value', '.']"
6692,Drove me crazy until I figured it out!,"['Drove', 'me', 'crazy', 'until', 'I', 'figured', 'it', 'out', '!']","['drove', 'me', 'crazi', 'until', 'i', 'figur', 'it', 'out', '!']","['Drove', 'me', 'crazy', 'until', 'I', 'figured', 'it', 'out', '!']"
6693,It Mostly Works,"['It', 'Mostly', 'Works']","['it', 'mostli', 'work']","['It', 'Mostly', 'Works']"
6694,Great product,"['Great', 'product']","['great', 'product']","['Great', 'product']"
6695,Doesn't work,"['Does', ""n't"", 'work']","['doe', ""n't"", 'work']","['Does', ""n't"", 'work']"
6696,Doesn't work with electronic drums,"['Does', ""n't"", 'work', 'with', 'electronic', 'drums']","['doe', ""n't"", 'work', 'with', 'electron', 'drum']","['Does', ""n't"", 'work', 'with', 'electronic', 'drum']"
6697,I like it,"['I', 'like', 'it']","['i', 'like', 'it']","['I', 'like', 'it']"
6698,Great Value,"['Great', 'Value']","['great', 'valu']","['Great', 'Value']"
6699,Works for some applications,"['Works', 'for', 'some', 'applications']","['work', 'for', 'some', 'applic']","['Works', 'for', 'some', 'application']"
6700,Good for what it is -- no MIDI dumps!,"['Good', 'for', 'what', 'it', 'is', '--', 'no', 'MIDI', 'dumps', '!']","['good', 'for', 'what', 'it', 'is', '--', 'no', 'midi', 'dump', '!']","['Good', 'for', 'what', 'it', 'is', '--', 'no', 'MIDI', 'dump', '!']"
6701,Great replacement when you wear out your 'name brand' midi cables,"['Great', 'replacement', 'when', 'you', 'wear', 'out', 'your', ""'name"", 'brand', ""'"", 'midi', 'cables']","['great', 'replac', 'when', 'you', 'wear', 'out', 'your', ""'name"", 'brand', ""'"", 'midi', 'cabl']","['Great', 'replacement', 'when', 'you', 'wear', 'out', 'your', ""'name"", 'brand', ""'"", 'midi', 'cable']"
6702,VERY NICE PLAYING AND SOUNDING,"['VERY', 'NICE', 'PLAYING', 'AND', 'SOUNDING']","['veri', 'nice', 'play', 'and', 'sound']","['VERY', 'NICE', 'PLAYING', 'AND', 'SOUNDING']"
6703,Nice Guitar,"['Nice', 'Guitar']","['nice', 'guitar']","['Nice', 'Guitar']"
6704,Excellent Guitar,"['Excellent', 'Guitar']","['excel', 'guitar']","['Excellent', 'Guitar']"
6705,Plain Jane is Really Good,"['Plain', 'Jane', 'is', 'Really', 'Good']","['plain', 'jane', 'is', 'realli', 'good']","['Plain', 'Jane', 'is', 'Really', 'Good']"
6706,"Excellent guitar, especially for the price.","['Excellent', 'guitar', ',', 'especially', 'for', 'the', 'price', '.']","['excel', 'guitar', ',', 'especi', 'for', 'the', 'price', '.']","['Excellent', 'guitar', ',', 'especially', 'for', 'the', 'price', '.']"
6707,"For a budget guitar, a great beauty and wonderful tone","['For', 'a', 'budget', 'guitar', ',', 'a', 'great', 'beauty', 'and', 'wonderful', 'tone']","['for', 'a', 'budget', 'guitar', ',', 'a', 'great', 'beauti', 'and', 'wonder', 'tone']","['For', 'a', 'budget', 'guitar', ',', 'a', 'great', 'beauty', 'and', 'wonderful', 'tone']"
6708,"Bulk Picks, Legacy Not Alice","['Bulk', 'Picks', ',', 'Legacy', 'Not', 'Alice']","['bulk', 'pick', ',', 'legaci', 'not', 'alic']","['Bulk', 'Picks', ',', 'Legacy', 'Not', 'Alice']"
6709,A great deal.,"['A', 'great', 'deal', '.']","['a', 'great', 'deal', '.']","['A', 'great', 'deal', '.']"
6710,cant go wrong,"['cant', 'go', 'wrong']","['cant', 'go', 'wrong']","['cant', 'go', 'wrong']"
6711,'Last Forever',"[""'Last"", 'Forever', ""'""]","[""'last"", 'forev', ""'""]","[""'Last"", 'Forever', ""'""]"
6712,Ok Picks,"['Ok', 'Picks']","['ok', 'pick']","['Ok', 'Picks']"
6713,Legacy Pearloid Guitar Picks - 60 Assorted (.46MM-1.5MM),"['Legacy', 'Pearloid', 'Guitar', 'Picks', '-', '60', 'Assorted', '(', '.46MM-1.5MM', ')']","['legaci', 'pearloid', 'guitar', 'pick', '-', '60', 'assort', '(', '.46mm-1.5mm', ')']","['Legacy', 'Pearloid', 'Guitar', 'Picks', '-', '60', 'Assorted', '(', '.46MM-1.5MM', ')']"
6714,Does exactly what it looks like it'll do,"['Does', 'exactly', 'what', 'it', 'looks', 'like', 'it', ""'ll"", 'do']","['doe', 'exactli', 'what', 'it', 'look', 'like', 'it', ""'ll"", 'do']","['Does', 'exactly', 'what', 'it', 'look', 'like', 'it', ""'ll"", 'do']"
6715,"Smart & Handy Design to save a drill into my ""Baby""","['Smart', '&', 'Handy', 'Design', 'to', 'save', 'a', 'drill', 'into', 'my', '``', 'Baby', ""''""]","['smart', '&', 'handi', 'design', 'to', 'save', 'a', 'drill', 'into', 'my', '``', 'babi', ""''""]","['Smart', '&', 'Handy', 'Design', 'to', 'save', 'a', 'drill', 'into', 'my', '``', 'Baby', ""''""]"
6716,Not for me,"['Not', 'for', 'me']","['not', 'for', 'me']","['Not', 'for', 'me']"
6717,Works as advertised,"['Works', 'as', 'advertised']","['work', 'as', 'advertis']","['Works', 'a', 'advertised']"
6718,Didn't work for me on a slotted headstock Martin,"['Did', ""n't"", 'work', 'for', 'me', 'on', 'a', 'slotted', 'headstock', 'Martin']","['did', ""n't"", 'work', 'for', 'me', 'on', 'a', 'slot', 'headstock', 'martin']","['Did', ""n't"", 'work', 'for', 'me', 'on', 'a', 'slotted', 'headstock', 'Martin']"
6719,Works great!,"['Works', 'great', '!']","['work', 'great', '!']","['Works', 'great', '!']"
6720,Perfect Fit,"['Perfect', 'Fit']","['perfect', 'fit']","['Perfect', 'Fit']"
6721,One Word My Guitar Friends  = CONVENIENCE!,"['One', 'Word', 'My', 'Guitar', 'Friends', '=', 'CONVENIENCE', '!']","['one', 'word', 'my', 'guitar', 'friend', '=', 'conveni', '!']","['One', 'Word', 'My', 'Guitar', 'Friends', '=', 'CONVENIENCE', '!']"
6722,step connection,"['step', 'connection']","['step', 'connect']","['step', 'connection']"
6723,Excellent.....but with caution,"['Excellent', '.....', 'but', 'with', 'caution']","['excel', '.....', 'but', 'with', 'caution']","['Excellent', '.....', 'but', 'with', 'caution']"
6724,neat idea,"['neat', 'idea']","['neat', 'idea']","['neat', 'idea']"
6725,Better than laces....,"['Better', 'than', 'laces', '....']","['better', 'than', 'lace', '....']","['Better', 'than', 'lace', '....']"
6726,Cool Connect,"['Cool', 'Connect']","['cool', 'connect']","['Cool', 'Connect']"
6727,Perfect and no holes to be drilled in my guitar,"['Perfect', 'and', 'no', 'holes', 'to', 'be', 'drilled', 'in', 'my', 'guitar']","['perfect', 'and', 'no', 'hole', 'to', 'be', 'drill', 'in', 'my', 'guitar']","['Perfect', 'and', 'no', 'hole', 'to', 'be', 'drilled', 'in', 'my', 'guitar']"
6728,Great help,"['Great', 'help']","['great', 'help']","['Great', 'help']"
6729,Perfect for electric guitar,"['Perfect', 'for', 'electric', 'guitar']","['perfect', 'for', 'electr', 'guitar']","['Perfect', 'for', 'electric', 'guitar']"
6730,Perfect !,"['Perfect', '!']","['perfect', '!']","['Perfect', '!']"
6731,Perfect,['Perfect'],['perfect'],['Perfect']
6732,Good in a pinch!,"['Good', 'in', 'a', 'pinch', '!']","['good', 'in', 'a', 'pinch', '!']","['Good', 'in', 'a', 'pinch', '!']"
6733,Works as expected - good value buy,"['Works', 'as', 'expected', '-', 'good', 'value', 'buy']","['work', 'as', 'expect', '-', 'good', 'valu', 'buy']","['Works', 'a', 'expected', '-', 'good', 'value', 'buy']"
6734,its been woring great,"['its', 'been', 'woring', 'great']","['it', 'been', 'wore', 'great']","['it', 'been', 'woring', 'great']"
6735,Too Loud,"['Too', 'Loud']","['too', 'loud']","['Too', 'Loud']"
6736,The best,"['The', 'best']","['the', 'best']","['The', 'best']"
6737,ships as expected,"['ships', 'as', 'expected']","['ship', 'as', 'expect']","['ship', 'a', 'expected']"
6738,Works well,"['Works', 'well']","['work', 'well']","['Works', 'well']"
6739,Worked for its intended purpose.,"['Worked', 'for', 'its', 'intended', 'purpose', '.']","['work', 'for', 'it', 'intend', 'purpos', '.']","['Worked', 'for', 'it', 'intended', 'purpose', '.']"
6740,A Simple Solution,"['A', 'Simple', 'Solution']","['a', 'simpl', 'solut']","['A', 'Simple', 'Solution']"
6741,Funnest Muff,"['Funnest', 'Muff']","['funnest', 'muff']","['Funnest', 'Muff']"
6742,Most incredible pedal ever!,"['Most', 'incredible', 'pedal', 'ever', '!']","['most', 'incred', 'pedal', 'ever', '!']","['Most', 'incredible', 'pedal', 'ever', '!']"
